job_id,num_tasks,scheduling_class,priority,cpu_request_mean,cpu_request_std,memory_request_mean,memory_request_std,disk_space_request_mean,disk_space_request_std,different_machine_constraint_mean
LIVE_000041,164,1,101.72612406479281,0.6077369164173432,0.04044846383540644,1.0184657471638565,0.30890664154364106,1.9462316165227038,0.8657354213314631,0.5
LIVE_000042,94,3,260.6197536091222,0.10055015372324042,0.011632521659103418,0.7936109045537791,0.021207070815997493,1.7500762919512136,0.6590835545054828,0.1
LIVE_000043,83,1,113.55107790424229,0.8560973999181168,0.06031797100095606,2.255205467390185,0.8612892548115585,0.9382215861714459,0.27101320604420803,0.0
LIVE_000044,136,0,427.5288894784403,2.4733417555722688,0.2637437203823024,0.628972827955293,0.04986080278407032,1.5760451777586997,0.26247846558452426,0.0
LIVE_000045,224,3,354.36501635153337,0.6013768627490778,0.20738149187820357,0.32821231586922384,0.04442909009213559,1.56623299029275,0.6419271027031215,0.1
LIVE_000046,255,2,225.93179566291045,2.302768757592425,0.6885008192188858,0.8119562641930449,0.20116240145651468,1.6570920572173613,0.25233471224808907,0.2
LIVE_000047,103,1,27.58449585659337,0.30352221508681687,0.048095033103054165,1.3627635384032963,0.3583926406979617,1.1386152437925543,0.5651561995054856,0.2
LIVE_000048,296,2,109.56036328759438,0.7152896142487717,0.014094899909205276,1.1579026902564478,0.1644978600804195,0.6357643210876041,0.03627763546780458,0.3
LIVE_000049,276,3,165.76173634624348,1.2996803327788076,0.028214244679864033,2.8816038684108385,1.2191868239590793,0.16919281122522767,0.06998793370393602,0.0
LIVE_000050,230,0,293.75224037534883,0.7490480646240312,0.21553063173369896,0.10776839943783427,0.03354898094240071,0.3589708864907992,0.05016328383937375,0.3
